locusId	sysName	desc	setAS2 HCO	setAS3 LCO
GFF1190		hypothetical protein	-0.00347323165064357	0.191337215162631
GFF1209		hypothetical protein	0.871909423383783	-0.441424278278082
GFF1357		hypothetical protein	-4.35390819174185	-2.61217105830855
GFF1439		multidrug efflux protein	-1.86735045658767	-1.83193904542328
GFF1496		hypothetical protein	1.9918338185156	0.909035468195023
GFF160		2-isopropylmalate synthase	0.776985650064862	-0.219587744264288
GFF1606		hypothetical protein	0.665439530757977	0.475906673751275
GFF1629		hypothetical protein	-0.181324180949223	0.698863208266559
GFF1704		hypothetical protein	0.0954590098430136	0.118066173327421
GFF1835		cytochrome C	0.271317786719989	-0.421242354398638
GFF2046		hypothetical protein	-1.26462704820352	-0.159819942682068
GFF2212		hypothetical protein	-0.897690402340209	-0.229426981705794
GFF2252		IS66 family transposase	0.0124363899203306	-0.87308883542706
GFF2279		IS3 family transposase	-0.16610179879065	-0.246816344076586
GFF2280		IS3 family transposase	0.265247851282564	0.263723820327173
GFF365		IS66 family transposase	-1.23660175389909	0.129992333218602
GFF366		IS66 family transposase	1.0334913506833	0.154911644246066
GFF371		Killer protein	0.236460411759274	0.718635417325277
GFF455		integrase	0.256838127590862	-0.253429082952014
GFF511		pilus assembly protein PilG	4.27640770707009	3.02507850240689
GFF559		hypothetical protein	1.25141497435373	0.388328981721785
GFF718		flagellar biosynthesis protein FlhA	0.129154509048246	-0.589386542220432
GFF782		hypothetical protein	0.1569966934782	0.246864108336405
GFF824		hypothetical protein	-0.612694683575079	-0.331417237512938
GFF879		hypothetical protein	-0.604988400104658	-1.43319105169328
GFF880		IS3 family transposase	0.0997912643227987	0.586141939601094
GFF881		GNAT family N-acetyltransferase	0.884971405203966	1.84682593183776
GFF94		hypothetical protein	0.36068364583672	0.821437938398552
GFF951		IS3 family transposase	-0.145268022872731	0.341283776765015
HNEAP_RS00025	HNEAP_RS00025	DNA replication and repair protein RecF	-1.53657527916199	-1.851862507564
HNEAP_RS00035	HNEAP_RS00035	LemA family protein	-2.07868945020673	-1.5748281826057
HNEAP_RS00040	HNEAP_RS00040	hypothetical protein	0.125818541293649	-0.690256288577045
HNEAP_RS00045	HNEAP_RS00045	exodeoxyribonuclease III	-0.261061521046133	-0.503668609090501
HNEAP_RS00050	HNEAP_RS00050	ABC transporter permease	-1.23906854702319	-0.88364977246199
HNEAP_RS00055	HNEAP_RS00055	ABC transporter	0.1241292132255	0.067509332159494
HNEAP_RS00060	HNEAP_RS00060	arylesterase	-1.55666745927213	-1.26374505080536
HNEAP_RS00065	HNEAP_RS00065	DUF559 domain-containing protein	0.610925457523308	0.887143477920994
HNEAP_RS00070	HNEAP_RS00070	IS110 family transposase	-0.164030896265504	0.418246358517593
HNEAP_RS00075	HNEAP_RS00075	prepilin-type cleavage/methylation domain-containing protein	2.95315483683504	0.723565807390596
HNEAP_RS00080	HNEAP_RS00080	Tfp pilus assembly protein FimT-like protein	2.41842159253093	0.791580519521868
HNEAP_RS00085	HNEAP_RS00085	type IV pilus modification protein PilV	5.26153575881726	2.40594416146241
HNEAP_RS00090	HNEAP_RS00090	prepilin-type cleavage/methylation domain-containing protein	4.80188774470597	2.16897579844326
HNEAP_RS00095	HNEAP_RS00095	hypothetical protein	3.95642336222819	1.74539853929331
HNEAP_RS00100	HNEAP_RS00100	type 4 fimbrial biogenesis protein PilY1	1.93749138262604	-0.604052494228621
HNEAP_RS00105	HNEAP_RS00105	PilE protein	5.99687611171973	2.76491727666917
HNEAP_RS00110	HNEAP_RS00110	pilus assembly protein	0.115145054381981	0.127168834531542
HNEAP_RS00115	HNEAP_RS00115	DUF559 domain-containing protein	-0.080882197650365	0.492954354297736
HNEAP_RS00120	HNEAP_RS00120	excinuclease ABC subunit UvrA	-0.833569807424606	-1.42185098887724
HNEAP_RS00130	HNEAP_RS00130	gamma-glutamyltransferase	-0.753168346747962	-0.0789463318874719
HNEAP_RS00135	HNEAP_RS00135	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	-0.461754835190417	-0.161331753989821
HNEAP_RS00140	HNEAP_RS00140	metallophosphoesterase	0.381751399712662	0.0665488654760489
HNEAP_RS00145	HNEAP_RS00145	ketohexokinase	-6.18948298526125	-5.70062674472156
HNEAP_RS00150	HNEAP_RS00150	GGDEF domain-containing protein	-0.742820986688624	-1.41639578262762
HNEAP_RS00155	HNEAP_RS00155	BolA family transcriptional regulator	-1.57716868126677	-0.756663413721147
HNEAP_RS00160	HNEAP_RS00160	HDOD domain-containing protein	-0.779557273689958	-0.733372201752424
HNEAP_RS00165	HNEAP_RS00165	bifunctional (p)ppGpp synthetase/guanosine-3' 5'-bis(diphosphate) 3'-pyrophosphohydrolase	-2.73774220203523	-1.60797265357169
HNEAP_RS00170	HNEAP_RS00170	DNA-directed RNA polymerase subunit omega	-3.75475401252594	-2.66329047062728
HNEAP_RS00180	HNEAP_RS00180	DedA family protein	-3.67631352303852	-2.82080251302506
HNEAP_RS00185	HNEAP_RS00185	glycine zipper 2TM domain-containing protein	-1.45471596933724	-0.709053237316073
HNEAP_RS00190	HNEAP_RS00190	membrane protein	1.25632042761965	0.508257309959611
HNEAP_RS00195	HNEAP_RS00195	exodeoxyribonuclease III	0.313120856591726	1.19694179108126
HNEAP_RS00200	HNEAP_RS00200	hypothetical protein	-1.75865512390234	-2.27103410249807
HNEAP_RS00205	HNEAP_RS00205	hypothetical protein	-0.569787808815539	-0.903383076623237
HNEAP_RS00210	HNEAP_RS00210	TIGR01458 family HAD-type hydrolase	1.25604002174596	0.381227497056846
HNEAP_RS00215	HNEAP_RS00215	competence/damage-inducible protein A	0.0649978454139349	0.360129795921772
HNEAP_RS00230	HNEAP_RS00230	hypothetical protein	-0.735923885908835	-0.0207701871341782
HNEAP_RS00235	HNEAP_RS00235	hypothetical protein	-0.343351766520075	-0.802042077067051
HNEAP_RS00240	HNEAP_RS00240	5'-deoxynucleotidase	-2.68167138184414	-2.32108603547732
HNEAP_RS00245	HNEAP_RS00245	deoxyguanosinetriphosphate triphosphohydrolase	-0.504981980032879	0.130507702645378
HNEAP_RS00250	HNEAP_RS00250	NAD(P)-dependent oxidoreductase	-0.192254563600158	-0.250293396448786
HNEAP_RS00260	HNEAP_RS00260	DNA recombination protein RmuC	-1.53672622919595	-1.71838356986707
HNEAP_RS00265	HNEAP_RS00265	hypothetical protein	-0.242607027962487	-1.23212334899773
HNEAP_RS00270	HNEAP_RS00270	metallophosphoesterase	-2.25701046651406	-2.59470971530792
HNEAP_RS00275	HNEAP_RS00275	hypothetical protein	1.14451441606558	-0.450267816157094
HNEAP_RS00280	HNEAP_RS00280	hypothetical protein	-1.78963032476949	-0.816371403082656
HNEAP_RS00285	HNEAP_RS00285	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	-2.8344215724551	-4.50410180923618
HNEAP_RS00290	HNEAP_RS00290	hypothetical protein	-0.596220955285292	-0.887264249513324
HNEAP_RS00295	HNEAP_RS00295	molecular chaperone Skp	-1.6935123385762	-0.7871353063559
HNEAP_RS00300	HNEAP_RS00300	phosphopantetheine-binding protein	0.132384463401505	0.34620007529812
HNEAP_RS00305	HNEAP_RS00305	3-oxoacyl-ACP synthase	-1.2077555051309	-0.688542204286821
HNEAP_RS00310	HNEAP_RS00310	acyl carrier protein	0.700528997961872	2.59960335101944
HNEAP_RS00320	HNEAP_RS00320	AMP-dependent synthetase and ligase	-1.33221725285147	-1.11945615819719
HNEAP_RS00325	HNEAP_RS00325	acyl-CoA synthetase	-1.02884702246825	0.0312766205764412
HNEAP_RS00330	HNEAP_RS00330	outer membrane lipoprotein carrier protein LolA	-0.695204596250707	-0.193880013803067
HNEAP_RS00335	HNEAP_RS00335	MMPL domain-containing protein	-0.191092655673175	-0.165250151606278
HNEAP_RS00340	HNEAP_RS00340	hypothetical protein	-0.480287221610048	-1.1972712351037
HNEAP_RS00345	HNEAP_RS00345	2-hydroxyacid dehydrogenase	-1.21230168224547	-0.785960393497306
HNEAP_RS00350	HNEAP_RS00350	PilZ domain-containing protein	-0.535478876410052	0.121676730286271
HNEAP_RS00355	HNEAP_RS00355	glutamate racemase	-0.210995215498202	0.0202644008344118
HNEAP_RS00360	HNEAP_RS00360	Txe/YoeB family addiction module toxin	-0.598079184010138	0.0956165238220362
HNEAP_RS00365	HNEAP_RS00365	prevent-host-death family protein	-0.769996445435249	-0.378537802618983
HNEAP_RS00370	HNEAP_RS00370	hypothetical protein	0.227884536107218	-0.13477015016158
HNEAP_RS00380	HNEAP_RS00380	hypothetical protein	-0.844805612675882	0.162302182298853
HNEAP_RS00385	HNEAP_RS00385	hypothetical protein	0.310019995577387	-0.451187442281127
HNEAP_RS00390	HNEAP_RS00390	hypothetical protein	-0.669429517181679	-0.449527810757228
HNEAP_RS00395	HNEAP_RS00395	hypothetical protein	-1.26348550521384	-0.473429445664182
HNEAP_RS00400	HNEAP_RS00400	hypothetical protein	1.27794750555133	-0.601291422757604
HNEAP_RS00405	HNEAP_RS00405	hypothetical protein	0.458658142150876	-1.19163099186842
HNEAP_RS00410	HNEAP_RS00410	hypothetical protein	-0.75304796052752	0.27429843532779
HNEAP_RS00415	HNEAP_RS00415	yfeABCD locus regulator	-0.280105209558835	-0.810896216566448
HNEAP_RS00420	HNEAP_RS00420	ATPase	-1.6556093996996	-0.34428163875774
